1227	20	68	1442	800
1	15
2	15
3	15
4	15
5	15
6	15
7	15
8	15
9	15
10	15
11	15
12	15
13	15
14	15
15	15
16	15
17	15
18	15
19	15
20	15
21	15
22	15
23	15
24	15
25	15
26	15
27	15
28	15
29	15
30	15
31	15
32	15
33	15
34	15
35	15
36	15
37	15
38	15
39	15
40	15
41	15
42	15
43	15
44	15
45	15
46	15
47	15
48	15
49	15
50	15
51	15
52	15
53	15
54	15
55	15
56	15
57	15
58	15
59	15
60	15
61	15
62	15
63	15
64	15
65	15
66	15
67	15
68	15
1	16
2	16
3	16
4	16
5	16
6	16
7	16
8	16
9	16
10	16
11	16
12	16
13	16
14	16
15	16
16	16
17	16
18	16
19	16
20	16
21	16
22	16
23	16
24	16
25	16
26	16
27	16
28	16
29	16
30	16
31	16
32	16
33	16
34	16
35	16
36	16
37	16
38	16
39	16
40	16
41	16
42	16
43	16
44	16
45	16
46	16
47	16
48	16
49	16
50	16
51	16
52	16
53	16
54	16
55	16
56	16
57	16
58	16
59	16
60	16
61	16
62	16
63	16
64	16
65	16
66	16
67	16
68	16
1	17
2	17
3	17
4	17
5	17
6	17
7	17
8	17
9	17
10	17
11	17
12	17
13	17
14	17
15	17
16	17
17	17
18	17
19	17
20	17
21	17
22	17
23	17
24	17
25	17
26	17
27	17
28	17
29	17
30	17
31	17
32	17
33	17
34	17
35	17
36	17
37	17
38	17
39	17
40	17
41	17
42	17
43	17
44	17
45	17
46	17
47	17
48	17
49	17
50	17
51	17
52	17
53	17
54	17
55	17
56	17
57	17
58	17
59	17
60	17
61	17
62	17
63	17
64	17
65	17
66	17
67	17
68	17
2	18
3	18
4	18
5	18
6	18
7	18
8	18
9	18
10	18
11	18
12	18
13	18
14	18
15	18
16	18
17	18
18	18
19	18
20	18
21	18
22	18
23	18
24	18
25	18
26	18
27	18
28	18
29	18
30	18
31	18
32	18
33	18
34	18
35	18
36	18
37	18
38	18
39	18
40	18
41	18
42	18
43	18
44	18
45	18
46	18
47	18
48	18
49	18
50	18
51	18
52	18
53	18
54	18
55	18
56	18
57	18
58	18
59	18
60	18
61	18
62	18
63	18
64	18
65	18
66	18
67	18
1	19
2	19
3	19
5	19
6	19
7	19
8	19
9	19
10	19
11	19
12	19
13	19
14	19
15	19
16	19
17	19
18	19
19	19
20	19
21	19
22	19
23	19
24	19
26	19
27	19
28	19
29	19
30	19
31	19
32	19
33	19
34	19
35	19
36	19
37	19
38	19
39	19
40	19
41	19
42	19
43	19
44	19
45	19
46	19
47	19
48	19
50	19
51	19
52	19
53	19
54	19
55	19
56	19
57	19
58	19
59	19
60	19
61	19
62	19
63	19
64	19
66	19
67	19
68	19
1	20
2	20
3	20
4	20
5	20
6	20
7	20
8	20
10	20
11	20
12	20
13	20
14	20
16	20
17	20
18	20
19	20
20	20
21	20
22	20
24	20
25	20
26	20
27	20
28	20
29	20
30	20
32	20
33	20
34	20
35	20
36	20
37	20
38	20
40	20
41	20
42	20
43	20
44	20
45	20
46	20
48	20
49	20
50	20
51	20
52	20
53	20
54	20
56	20
57	20
58	20
59	20
60	20
61	20
62	20
64	20
65	20
66	20
67	20
68	20
2	21
3	21
4	21
5	21
6	21
8	21
9	21
10	21
11	21
12	21
14	21
15	21
16	21
17	21
18	21
19	21
20	21
22	21
23	21
24	21
25	21
26	21
28	21
29	21
30	21
31	21
32	21
33	21
35	21
36	21
37	21
38	21
39	21
41	21
42	21
43	21
45	21
46	21
47	21
49	21
50	21
51	21
52	21
53	21
55	21
56	21
57	21
58	21
59	21
60	21
62	21
63	21
64	21
65	21
67	21
68	21
1	22
2	22
3	22
5	22
6	22
7	22
9	22
10	22
11	22
13	22
14	22
15	22
17	22
18	22
19	22
21	22
22	22
23	22
24	22
26	22
27	22
28	22
30	22
31	22
32	22
34	22
35	22
36	22
38	22
39	22
40	22
42	22
43	22
44	22
46	22
47	22
48	22
50	22
51	22
52	22
54	22
55	22
56	22
58	22
59	22
60	22
62	22
63	22
64	22
66	22
67	22
68	22
1	23
2	23
4	23
5	23
7	23
10	23
12	23
8	23
13	23
15	23
16	23
18	23
20	23
21	23
23	23
24	23
25	23
27	23
29	23
30	23
32	23
33	23
35	23
36	23
38	23
40	23
41	23
43	23
45	23
46	23
48	23
49	23
51	23
53	23
54	23
56	23
57	23
59	23
60	23
62	23
63	23
65	23
66	23
68	23
44	23
9	23
1	24
3	24
4	24
6	24
7	24
9	24
11	24
12	24
14	24
15	24
17	24
18	24
20	24
22	24
23	24
25	24
26	24
28	24
29	24
31	24
33	24
34	24
36	24
38	24
39	24
41	24
43	24
44	24
46	24
47	24
49	24
50	24
52	24
54	24
56	24
58	24
59	24
61	24
62	24
64	24
66	24
67	24
