96	22	32	800	800
1	32
1	31
1	30
1	29
1	28
1	27
1	26
1	25
1	24
1	23
1	22
1	21
1	20
1	19
1	18
1	17
1	16
1	15
1	14
1	13
1	12
1	11
1	10
1	9
1	8
1	7
1	6
1	5
1	4
1	3
1	2
1	1
2	32
2	31
2	30
2	29
2	28
2	27
2	26
2	25
2	24
2	23
2	22
2	21
2	20
2	19
2	18
2	17
2	16
2	15
2	14
2	13
2	12
2	11
2	10
2	9
2	8
2	7
2	6
2	5
2	4
2	3
2	2
2	1
3	32
3	31
3	30
3	29
3	28
3	27
3	26
3	25
3	24
3	23
3	22
3	21
3	20
3	19
3	18
3	17
3	16
3	15
3	14
3	13
3	12
3	11
3	10
3	9
3	8
3	7
3	6
3	5
3	4
3	3
3	2
3	1
